gci,extrapolated,ooc
0.13663693011217695,240.17425693465026,0.3528244313385167
0.07614994051262207,282.1716150739187,1.0236619548686254
0.00017741097478256133,300.6643837296285,4.418288565157666
0.06622653530604235,269.9432852676947,0.4054522186162302
0.004378108268701146,271.9619949512788,2.0816016599023253
0.09493677508444547,247.47157632393603,0.48053926823307325
0.0035206169511453667,287.72633598190015,1.6789615054244393
0.04554717993225935,378.32005502532223,0.47630917796569566
0.0002072616510059196,420.3838954348415,3.7452083214218304
0.0006910835465793123,411.8259267100449,4.8075911797073125
0.003919630504528083,404.7362394956013,1.6414217824209119
0.04929627188437685,373.7382738994121,0.21661151278593094
5.062343851697787e-7,373.39046054936153,7.923550968744537
0.2867744807914798,443.3393447852886,0.1250814212087541
0.0367890638124468,333.9829330959638,0.7952739283635084
0.018649140475742888,333.1030818017019,0.6386427021221289
0.00010420813891330203,321.7745252683521,2.6480908381220374
8.185456862906589e-5,301.1365380882255,1.8117210717777117
0.004708519922721642,281.492202809744,0.7901508142611553
0.002983255964138503,263.39012373239484,0.9208181150021938
0.003274083623898757,253.1607705097621,0.6890797720938301
0.00014878840298419635,260.09552767215604,4.426804870647343
0.05172960710023824,240.99199820162343,0.3813052184496875
0.006307641697486717,246.64201573015333,2.524727936977893
0.037747272790822906,237.2955336923497,0.5938293897769198
0.0014957688043506128,227.4729365051631,2.4087526058001862
0.005937466436432752,215.2930837600014,1.2436660873719405
0.00037646041656452843,209.48446139478406,3.5983943493607913
0.012506311739613918,205.41123265468863,0.6113908009936515
0.006193648173320416,199.51970161957013,1.3632772304901526
0.001474654127709402,190.17580448321468,2.4543648900348334
0.0006407816255854308,183.20432381922564,2.1400700377312543
0.025336961184831412,192.09649578071622,1.9056726572989262
0.09629183526783466,258.867176438974,0.6834481567627804
0.006149491198840945,243.80219015191602,1.7019496121960027
0.008417435348295373,229.99489974139314,1.0508693571176995
0.041892119026548706,217.54418616388313,0.22670992252748923
0.0012020557258730078,216.9021604315177,2.1395884966252416
