x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,start_times
1.204388011776432e-6,0.016474795682701996,0.0006475455186399202,0.00010020893806048786,0.0014930193286084837,0.07670270414984233,0.0002121201090906939,0.0023333892515816426,0.0010092494428047298,0.03923649598339715,0.006623223742095263,0.5118166927197239,0.015397563604019482,0.014381625186949118,0.008168754307373478,0.00012111967745226497,1.0182745665311872e-5,0.008201726091710687,0.00018848093720977987,1982-01-01T00:00:00.0
0.0019221616708106366,0.00610929765850166,0.0018773466283981486,0.006427896887916592,0.019669666181257133,0.013283057841324499,8.20394257871355e-5,0.8963805121004833,0.2076681870461503,0.08356364494661267,0.026735091828615734,0.002451409330595457,0.0023485550821764826,0.07071815020230296,NaN,0.14032088523793568,0.0020752485918959125,0.00030845609270427853,0.011460927508886299,1982-01-01T12:00:00.0
0.03595841605962606,0.004382985931912825,0.013892622320386938,0.0016740224639107478,0.010099278541428707,0.0015541545653827609,0.020230933590998673,0.001689160145543847,0.0015254814236783118,0.006055518559071615,0.012612587694595959,5.5835841441512506e-5,0.06848688841632271,0.001913718821972589,0.018608235721450213,0.009199389795081087,0.015326643851530002,0.7245780852113183,0.003795595113648995,1982-01-02T00:00:00.0
0.00013922787148691734,0.2470856909199986,0.006070451964782645,0.009263053956764238,0.013942441614672006,0.0007198280803719599,0.0020119491299447055,0.04382576692279345,0.023119094593161058,0.026364515268931313,0.0011306282948592436,0.012223910984448739,0.33721947781131323,0.00036134232995876014,0.12275887163604011,0.008570771734682854,0.001323229251571061,0.0016432084389261898,0.0016463250193656845,1982-01-02T12:00:00.0
0.3111873924004208,0.3961056907593914,0.010117874486178322,0.0020932706392749597,0.01163134102848896,0.0005500138651909709,3.522715487721762e-5,0.0046920838476132536,0.017258278069673946,0.0074625154004597325,0.018171608149150868,0.0034939028415642824,0.008120419414890676,0.021926346545606348,0.0174096673462116,0.009531502724279961,0.0011529942253031668,0.003965727642185165,0.0009751859387928322,1982-01-03T00:00:00.0
0.00636875345587187,0.007176611116697446,0.00015019828525358064,0.018704030426453737,0.03603598310049229,0.07788872940525393,0.09192464734796146,0.0008281043994466846,0.009623757707722825,2.2208905096384408e-5,0.0034496098433651834,0.008044355110567857,5.361588139755165e-5,0.0034705488498188537,1.7114448556156624e-5,0.02496336733000133,0.00010112531799982759,0.0101512857697494,0.2662491451081302,1982-01-03T12:00:00.0
0.0035614378066436,0.039024370105179194,0.003497056724286021,0.0005183737651826088,0.07358419041151296,0.000631023375566398,0.00196485644743519,0.0008447117811469613,0.0031513441881044968,1.4079957740224582,0.02302274476930468,0.027172053237565892,1.330808106885097e-6,0.0038319239358114085,0.0010588053053472914,0.038171997566715785,0.048656473411949,0.01806829058144575,7.473778828081675e-5,1982-01-04T00:00:00.0
6.560172845146649e-5,0.008337566121350426,0.029293521551335057,0.0002003122447886104,0.18792716381331404,0.0009399226716704356,0.0019669921208026867,0.09337912838989805,0.009247809094592068,0.11491245123676581,0.013904062842324563,0.00022879388874091065,0.05298831508760483,0.013694774899545622,0.004705860971727144,0.02320554271814116,0.021106074407310306,0.05677102685768031,0.8290059347100271,1982-01-04T12:00:00.0
0.12502096972650925,0.0022970221066174485,0.0002615782066276219,0.672393094224131,0.021826315266401636,0.0012348284033181687,1.9342034095419652e-5,0.07500510095373941,0.0468248650675524,0.0004405696274772152,0.00015187682391671237,0.030290208364040568,0.019961258989584677,0.04002928050276699,0.039277078160545514,0.008394412713159657,0.0005904047331899848,0.0034917940251276624,0.007980019336965134,1982-01-05T00:00:00.0
0.03182689080145124,0.014124332627854614,0.0024762918491747633,0.006120252790603655,0.007181088746620573,0.00035466353544024045,5.9183848556457565e-6,0.008994087400369388,0.011271539308011062,0.5999281570882583,0.00021621613584007192,7.563322444777859e-6,0.001633205884799751,0.013611095811498428,0.0019276193612480336,0.018889788937881465,0.005063311411619512,6.433895927098498e-7,0.0016315595155701615,1982-01-05T12:00:00.0
