x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,start_times
436.4332985386221,375.4820512820523,383.0903225806451,374.28355855855847,356.524474789916,376.84404761904443,303.7903100775194,292.20333333333326,295.84166666666744,282.65604719764,276.6833333333329,276.8071428571429,274.0457805907173,273.0213601532567,267.1828462073765,262.32151515151526,250.48875968992266,232.20578512396705,213.55658263305324,206.99785407725324,1982-01-10T00:00:00.0
419.6200000000001,392.9461597542243,371.53251366120213,352.45702319587633,342.69935897435903,320.82485119047624,293.8394736842104,279.2033333333333,269.22477477477474,264.01747967479673,260.2450617283951,260.74166666666554,253.34487179487175,252.05555555555554,250.3904761904762,248.52642857142857,246.22324561403514,247.71071428571446,233.1387777777778,219.83333333333343,1982-01-10T12:00:00.0
418.8208333333333,389.38200962695555,363.0904265873016,346.0221461187214,336.2380952380946,317.52380952380963,248.46997455470765,298.115701754386,294.5740871613663,260.62131887985544,246.6258865248227,241.00952380952378,240.89741379310342,235.00234375,230.96394927536232,228.959375,227.3674603174603,225.97768670309654,221.71666666666692,223.76131907308377,1982-01-11T00:00:00.0
401.78604336043367,386.2704980842913,351.33535353535393,341.52324929971985,322.3749265785609,303.2627272727272,294.8011530398323,280.2664351851853,259.56222222222243,276.8097280334728,260.20987179487184,279.5547619047627,224.5884615384615,217.9904761904761,229.30886524822714,210.2670411985019,207.12103559870553,205.76798245614037,204.53141592920358,203.24236947791167,1982-01-11T12:00:00.0
398.3761658031088,373.62565040650406,352.68205128205136,327.0326984126985,317.340169992609,299.50801186943625,282.5573643410853,270.5039634146342,268.4681015452538,253.6702594810379,226.37380952380974,253.55733333333328,234.71666666666667,221.18288288288292,211.472463768116,203.6051282051282,199.06851851851852,204.25577427821523,191.66421568627447,189.23749999999978,1982-01-12T00:00:00.0
417.03382879163223,362.119921875,341.8295532646051,328.23315899581587,312.09701213818863,296.3117370892018,278.1014797507788,262.1536265432099,250.95716440422322,248.16673976608183,242.02410714285716,230.24062500000005,224.06744548286608,214.7795739348371,229.95396396396387,195.8207407407407,198.0690476190476,185.4986772486773,174.87345679012316,177.622030141844,1982-01-12T12:00:00.0
432.41893081761015,352.7407268170428,330.6829768270944,277.02272727272805,306.2917973856209,289.5596774193547,278.69202106115836,262.4309523809527,250.1166666666665,234.14215686274522,590.533333333238,221.71176470588233,218.96405228758167,207.6983651226158,195.00521885521886,174.06388888888722,192.33148148148152,192.355501618123,183.94848484848487,168.46261261261265,1982-01-13T00:00:00.0
421.93106206014073,356.1666666666668,299.3074074074079,293.9550724637684,291.8500963391137,278.78242630385495,265.5578651685395,256.35348837209307,242.78308080808077,235.49360465116277,220.91260162601623,211.54478260869564,202.36666666666665,193.67753128555168,87.17777777780209,186.08434343434342,184.20541922290388,171.94807017543857,169.43410852713174,170.77086834733893,1982-01-13T12:00:00.0
431.35201342281874,371.95347896440137,NaN,284.42666666666713,249.55555555554588,267.32799352750806,228.10729166666565,241.21436781609205,232.2324146981627,216.61084656084657,208.9405172413794,199.25726495726497,194.34149659863942,187.59321895424836,180.0234082397004,173.08333333333312,166.8747591522158,164.33577235772356,163.78459349593498,106.33596491228138,1982-01-14T00:00:00.0
245.5416666665036,404.7392566782811,346.0478747203579,216.01666666666736,271.77421652421657,258.5169934640523,248.00748106060607,236.46549707602344,224.04973753280836,216.03809523809517,198.52801330008313,191.09333333333342,186.29999999999998,177.51637426900584,172.3549019607843,169.64150326797383,162.78314176245212,151.18537037037035,152.04085365853658,149.84691358024705,1982-01-14T12:00:00.0
411.0918344519016,376.095714285714,324.1176767676781,315.13764880952385,273.0503267973856,166.28333333332898,237.07958333333332,230.071164021164,209.66171171171203,214.37202380952382,202.94503968253971,196.210027100271,188.3032279314888,180.03171191553548,167.9,164.48575757575756,152.15303030302994,151.14958333333334,147.90441176470588,144.24833333333345,1982-01-15T00:00:00.0
411.82696540880505,374.7271929824562,363.90999999999997,339.6162499999999,285.9407407407403,267.68968253968217,234.82093023255814,221.3927860696518,211.49999999999991,202.70103448275867,189.05897435897447,193.71732456140356,189.50384615384613,179.57366666666667,172.26636636636638,166.71081424936386,158.50081300813002,153.86954022988508,145.51270325203254,145.69587020648973,1982-01-15T12:00:00.0
407.42610544217695,374.0668610301264,350.01633986928107,335.7369565217391,306.4164464023493,279.9673913043478,226.3833333333333,214.31862745098036,201.4864197530865,194.2031746031746,186.1846560846561,147.35000000002447,166.96620370370363,170.76920289855067,169.64729729729734,158.06166666666667,154.73220338983054,149.66712204007285,146.3931201550388,142.31611374407584,1982-01-16T00:00:00.0
399.17999100719425,368.5870707070707,355.50141843971545,319.16969696969693,313.84047619047624,292.98896713615017,258.18941757670314,211.29127399650963,187.3159722222218,185.11293859649112,177.16383647798742,170.94060606060603,165.14038800705467,154.63378378378385,151.2434782608696,149.21041666666673,143.0999999999996,146.17850678733032,138.79871794871798,133.983203125,1982-01-16T12:00:00.0
391.9116352201248,363.978947368421,335.2057692307681,311.80520833333355,289.3924999999993,290.2240310077517,291.3987611033193,265.828640776699,29.662500000075816,210.89628050225062,176.8714285714288,131.0444444444527,159.27956989247315,155.05617283950616,148.34139784946237,140.3867283950618,137.9081300813008,128.3119047619048,125.12692307692305,125.48933823529411,1982-01-17T00:00:00.0
377.5766666666662,365.4326106594399,336.16163265306136,316.94972067039106,301.32301943198803,287.3296296296297,274.64960317460316,268.73978494623657,267.0892018779343,256.8952380952381,222.63717948717954,203.8166666666667,173.94947916666658,168.44974137931032,145.63088235294117,139.6547619047619,134.3040880503144,129.06666666666686,120.8200000000008,124.44574468085109,1982-01-17T12:00:00.0
411.93209349593496,355.14297491039423,317.09189189189226,311.76706349206347,291.8604895104895,280.48434343434343,267.84161073825504,245.44605263157862,248.74583333333305,240.1461538461539,245.35533736153073,234.92784810126585,229.04191176470593,228.57474120082824,193.93396226415095,176.49532627865963,158.2154761904762,142.49166666666667,138.10347826086957,131.12166666666664,1982-01-18T00:00:00.0
471.32081377151815,346.2019171304889,232.80322580645978,299.6213178294571,297.5303921568628,276.11041666666665,260.15371794871794,252.3416666666667,244.52303030303025,233.17837301587298,226.8035714285717,224.66925925925923,227.15344827586213,222.79388888888883,188.64920634920597,207.0954545454546,203.90495495495492,200.9552845528455,195.51782734856727,175.96492248062017,1982-01-18T12:00:00.0
466.9083333333334,430.05955675121703,354.26033653846156,301.6166666666671,279.73664825046046,277.63333333333355,265.6245519713262,248.02335359675786,239.20869565217404,226.76767676767676,221.6998484848485,214.00285714285724,208.39333333333332,201.492156862745,185.24999999999903,206.17654320987657,198.72616279069763,194.069540229885,189.98515625000005,188.21413333333334,1982-01-19T00:00:00.0
514.5055720899471,432.2760338345864,368.2966408268734,300.2876262626263,282.51,260.576031746032,249.53459119496918,248.00826086956522,239.94334373374932,55.56333333335135,210.83432343234315,159.44999999998475,198.46616161616151,193.49634502923976,189.0826388888888,183.65392156862742,181.01062801932366,178.6239316239317,180.87471264367818,179.859649122807,1982-01-19T12:00:00.0
524.0626811594203,507.7703703703708,396.06929405520157,250.0530744336565,294.3447109471096,259.2804932735426,238.2594127806564,233.25919067215364,227.6333333333333,220.42161172161173,215.9791666666667,203.90617715617714,191.7758333333335,184.73468468468468,174.66388888888892,172.38244444444445,164.67179487179487,165.18974358974356,148.23333333334537,160.0518518518518,1982-01-20T00:00:00.0
519.9083333333339,490.7234767025089,457.51905829596427,365.5419436749769,286.56875,263.9570512820512,234.80122699386504,219.39670079635948,207.34073208722745,206.11499330655957,198.54057971014493,151.16111111109632,189.13933333333333,182.59621212121212,172.4975460122699,163.19883720930235,158.93690476190474,153.54852941176472,148.27023809523808,143.71969696969725,1982-01-20T12:00:00.0
605.6550404835215,482.19295774647884,453.7592796092796,429.3184726522188,354.28498498498516,259.06231273408235,248.36397306397305,222.37127071823204,211.84583333333302,189.29266055045866,154.9072649572653,180.10925925925918,172.01291666666694,175.72148148148153,171.22843488649943,164.16827956989243,152.27571428571437,154.6139130434783,145.0777777777778,137.5573883161512,1982-01-21T00:00:00.0
616.4351781170479,518.1779674796747,449.13183869148327,421.7791666666667,401.52822997416024,366.6411458333318,343.30039954337906,284.4217037822552,227.30325325325327,216.169776119403,196.00952380952387,183.04704491725764,174.6906103286385,112.65530303030886,161.6740549828179,150.08043981481484,150.44871794871807,143.07954545454493,149.92880258899683,144.26064814814788,1982-01-21T12:00:00.0
625.3756228956229,478.38924731182584,458.14795977011494,414.0972807017544,365.5343137254866,378.0357843137255,243.15000000009695,342.2153650793651,268.46868131868143,227.7874269005848,208.05879345603267,193.74829545454543,186.91269379844962,183.83166666666668,144.61168831168825,162.01458333333335,154.53411764705882,147.18333333333337,132.76666666666665,138.90746666666666,1982-01-22T00:00:00.0
637.5586900129699,591.3299421009098,508.4205128204995,434.0383534136547,393.8724358974359,372.1831932773109,342.11142857142806,320.4675925925935,321.4322222222222,269.8998964803304,250.08212290502803,177.20123762376238,191.47651006711408,170.902564102564,168.45344827586206,140.99166666667082,154.5313559322035,152.2666666666668,150.9529411764706,138.49071729957802,1982-01-22T12:00:00.0
614.3372418879054,580.2833333333325,567.5880208333334,533.8565451532726,422.014393939394,370.9964912280704,352.25091324200923,339.8115384615384,326.2509906759907,314.0114643545279,296.9576923076926,270.63954802259826,271.63601103537815,252.76780673181327,110.79826175869118,164.30900098911968,159.24509333333333,155.17039473684213,147.27843137254902,138.5604166666662,1982-01-23T00:00:00.0
598.3531084656084,558.6172169811317,542.452298850574,540.591248606466,498.72746741154543,397.89011111111114,360.49604316546765,335.2418575063613,322.52920875420875,Inf,298.72569786535297,286.0848837209302,248.483333333333,264.0598611111112,254.13725490196077,243.13982188295162,219.81785714285712,207.79969696969698,149.80040650406534,151.45129870129873,1982-01-23T12:00:00.0
567.1402953586493,568.0451558265584,536.2485815602837,535.0797619047612,482.0907051282075,486.9449146250928,402.69999999999976,368.39415744157435,322.5992239467849,307.40462633451955,289.8821428571428,216.5166666666801,271.65000000000015,255.5358695652168,250.51066666666676,185.3986111111082,228.29561904761906,NaN,201.78263888888767,204.93382352941174,1982-01-24T00:00:00.0
562.0776422764228,548.7765432098766,518.0824074074073,498.9771186440678,490.72400690846285,474.80317073170716,455.4355370466771,384.990072202166,365.3599567099567,333.26870967741945,296.5440597420231,282.70128205128196,269.81321839080454,258.41575342465757,249.5426984126984,246.05519125683054,234.65396825396826,226.54166666666666,217.48683628318585,207.0209349593496,1982-01-24T12:00:00.0
528.1967391304343,529.5483208955222,496.45017899761336,481.893498817967,465.3083333333339,385.3846153845879,445.5672172172172,377.12474593495915,359.4487922705313,346.41280991735545,306.72212906504063,322.5341666666685,264.82265625000025,262.56201859229753,236.70578583765112,229.45625000000027,231.18888888888895,224.3065789473684,217.28953488372085,206.50999999999962,1982-01-25T00:00:00.0
517.022769953051,510.2521693121693,483.39147619047617,469.2159062103929,454.2433016877638,432.01320346320364,425.57681451612905,421.9199115044249,361.72074324324325,331.9926,313.33480221058755,287.7855072463768,266.76927083333334,255.49011994949495,246.05847953216372,239.49062893081762,225.01480186480188,216.5561848958333,203.8440579710145,174.34333333333183,1982-01-25T12:00:00.0
499.6756198347107,489.27070707070715,473.8131578947368,454.0208333333333,436.4430303030302,427.311543715847,403.66091954022966,403.97437810945274,400.316544117647,317.16090342679144,309.7887096774194,305.06625207296844,288.95674603174604,311.49796296296137,268.147458455523,254.75350877193,230.06713106295152,218.3737588652482,214.2760651629073,221.81777777777629,1982-01-26T00:00:00.0
482.97139830508473,470.94072164948466,489.12288557214055,436.4701754385964,423.53045685279193,409.1353174603174,405.4927083333334,388.28974694589874,377.69527902341804,380.82573883161507,368.80185185184985,266.903921568624,288.0331715210356,431.28333333332347,263.11134453781506,246.34415542710346,231.05004566210047,221.23991769547325,212.08920289855072,195.93205128205184,1982-01-26T12:00:00.0
457.91666666666595,413.48076923076957,440.36011042098,421.4158239700374,409.7943425076453,271.5628205128026,387.262,380.98170731707324,364.92296296296297,357.86339662447256,331.54583333333306,417.84529478458103,286.7425750394945,269.8099834983498,261.4779761904762,246.62222222222223,233.99740740740737,223.90032520325207,241.7004830917872,194.8157894736842,1982-01-27T00:00:00.0
447.01866666666683,430.1258333333333,416.9041322314049,286.5135416666686,394.11711156741956,380.21031128404667,372.626245210728,358.8166666666667,352.40752212389384,340.81995884773664,332.34829059829053,327.40328376703843,309.59698067632854,389.5749689633765,253.91860841423943,247.93270609318995,245.81365187713308,243.38333333333293,232.14411764705878,254.4541666666654,1982-01-27T12:00:00.0
424.59457593688364,420.9959064327486,410.71712962962977,395.2331381733021,374.33132780082997,366.9992488262911,354.8981967213115,410.84285714285164,330.04985119047615,339.2000000000017,323.92733333333325,313.74314314314313,307.9679986338798,303.52564102564105,292.52897091722605,250.2339181286546,237.49896907216498,204.7749999999992,209.8701149425282,214.9998622589532,1982-01-28T00:00:00.0
408.74289855072476,394.53333333333336,387.44342507645257,137.01666666644954,380.89130434782555,344.0311244979922,343.18323293172693,318.5323024054984,322.95144927536217,313.6361111111111,304.5036723163842,296.85454545454536,294.7252475247525,285.21707717569774,282.842825607064,270.9421212121209,273.85685288640593,218.23567708333334,208.39803921568628,180.76666666666569,1982-01-28T12:00:00.0
395.05982256020286,376.0258188824664,362.19723502304146,357.22655367231636,352.53155136268333,342.7380952380952,354.05272727272825,323.97886002885997,277.5032520325203,300.9629134860051,293.7552032520326,275.8657276995307,278.32000000000056,268.1349765258216,263.4991891891892,261.1863095238095,257.6113116726835,254.75972222222225,252.07558613659535,376.04999999999836,1982-01-29T00:00:00.0
377.2339670468948,359.2598360655737,353.28299663299657,341.74408602150544,329.4995833333332,321.91939393939396,315.6761904761905,312.5722222222223,326.6340350877188,288.04347826086973,286.49547325102884,282.1767576509511,285.8646226415098,265.6904761904764,249.73431372549015,241.36651515151505,238.73441926345606,236.62200854700856,232.6625093632959,230.9295821462488,1982-01-29T12:00:00.0
357.16587301587276,345.29977777777776,333.4076797385621,325.0726107226107,318.7267195767196,303.45,293.786111111111,290.0952380952394,288.6352201257861,286.25865384615395,276.31435452793835,342.5537499999978,258.29476987447697,247.11231884058097,253.84134366925062,245.28414634146367,243.04343434343434,235.293425925926,228.2839743589743,217.18114543114544,1982-01-30T00:00:00.0
372.5863888888889,330.2775193798449,311.1076923076922,305.45900900900887,298.7976334340383,288.34404761904756,274.8008474576272,256.14583333333206,257.84523809523574,259.4057692307692,261.61560283687953,259.71111111111105,256.37878787878765,230.61666666666645,240.1418429003021,233.63399843505476,225.908125,228.2342356687898,224.77549019607844,218.4947368421053,1982-01-30T12:00:00.0
367.62222222222215,298.539003436426,305.0133333333333,283.37761904761925,280.25865800865824,256.8822222222174,263.829695431472,251.7113333333333,247.39674796747974,244.13024691358027,241.70789473684204,241.91666666666669,230.82916666666708,235.39632768361582,232.32408759124093,211.1128661087866,211.67513966480448,209.2664141414141,209.2117985125084,207.30874316939892,1982-01-31T00:00:00.0
355.5404761904763,336.11619286510586,289.7203488372094,280.4859903381643,229.2055555555649,259.49809523809523,251.96736842105264,235.07685185185204,227.84118457300278,224.66785714285714,222.4732456140351,220.29508393285377,215.07619047619053,215.71025641025636,211.66324786324793,209.2778877887789,203.4816115702479,189.70902777777772,188.14075425790753,185.62679425837322,1982-01-31T12:00:00.0
297.2266187050356,321.60786163522005,310.7753233830845,266.8067901234566,253.82916666666625,247.98896396396395,240.2531353135314,229.2217948717945,227.78661016949152,203.55666666666647,202.71212121212122,198.85858085808582,198.66023166023166,168.32037037037182,190.898611111111,189.11747967479678,189.22882599580709,184.9317073170732,182.70198618307424,163.1100000000004,1982-02-01T00:00:00.0
465.1816869788326,283.074339810663,207.93095238095708,276.1840033500838,244.37065972222226,233.79362745098052,227.95714285714277,207.6287878787882,216.95747126436777,207.46463414634147,218.92960840496656,186.22393162393163,182.88437500000003,178.06209349593493,175.51064572425827,172.21952380952385,171.66129032258064,92.91428571427106,169.31166666666667,154.43696581196565,1982-02-01T12:00:00.0
495.09365325077397,417.45729993891257,283.36735395189004,264.1493957703928,249.42755793226382,224.6939862542955,215.04051724137932,209.41767676767677,198.67386363636362,195.23412698412693,192.31666666666663,184.30038961038963,181.86015625,169.44936614466818,162.68571428571428,158.48739837398375,155.79583333333332,152.7463276836158,147.63703703703635,145.06358024691366,1982-02-02T00:00:00.0
484.4280303030304,423.6624831309041,348.37263902599534,276.4981439393939,246.6543010752692,211.20757575757577,200.77955326460483,193.0156,173.3991228070175,182.65303030303028,144.59166666666448,171.8214814814815,NaN,168.95780141843971,137.1500000000097,82.64444444446171,145.16929824561402,140.76054421768708,133.27142857142894,135.67192982456143,1982-02-02T12:00:00.0
497.5916595380668,470.2874999999998,381.49121540312876,344.00239875389417,256.0929012345678,222.33344370860925,199.1988888888889,176.8812499999999,172.42466666666675,166.7629166666667,25.041666666658696,158.58785310734464,153.41878787878787,149.59708994708996,148.33666666666662,146.6913043478261,144.2701149425286,142.25833333333335,138.46047087980173,133.47222222222226,1982-02-03T00:00:00.0
595.5515561015562,517.2663636363644,464.6896551724138,379.54309269162206,349.4952898550725,296.93424657534246,266.8033962264152,215.31380952380945,181.96250000000003,171.8950704225352,161.79090909090914,150.59989898989895,144.4754901960785,139.30238095238096,136.6732456140351,133.50196078431375,126.73287037037035,124.88863636363637,124.24166666666666,124.35679012345678,1982-02-03T12:00:00.0
613.24490388103,557.0994227994228,503.10492680180175,450.705222337125,393.2203551912569,364.1482722513089,336.51326530612226,287.9607966457022,245.66592592592588,228.89599708879186,210.5264655172414,185.08037634408603,174.3817204301073,150.29999999999993,143.45789473684206,147.86770833333392,128.76666666666662,NaN,120.99047619047613,Inf,1982-02-04T00:00:00.0
608.3757627118644,564.7386023152876,518.4827266710787,477.6913345410627,425.9839569892473,355.4632380952386,298.0812500000002,355.06031390134575,297.6249999999999,283.8479591836735,328.0333333332826,252.56725023342673,223.00143487858716,198.93223593964336,189.8589958158996,169.1066453447051,154.2013888888889,145.33666666666528,130.43333333333322,126.87714285714287,1982-02-04T12:00:00.0
598.7230097087379,564.6531034482758,516.528963110668,478.17466124661274,453.5253579952267,408.02818012999074,367.12734463276837,314.6322717622081,300.98277404921674,288.78605998636675,280.10964467005067,269.47213675213686,249.84539363484083,227.30367965367964,212.39155405405404,200.6027777777776,217.05104166667238,111.65833333333046,165.48954802259888,157.26874999999998,1982-02-05T00:00:00.0
576.5211904761908,558.3869140625002,505.1514705882364,484.7342899190581,434.5902869757178,414.0955849889625,382.350098328417,336.87081481481476,289.64210526315406,289.0137254901963,274.5585448392555,262.5278287461773,250.09930915371334,242.06856060606066,223.778721859114,222.31258503401352,210.4170166935918,198.0947721179625,185.17042682926825,174.93911657559198,1982-02-05T12:00:00.0
578.9321428571428,543.5970737913485,356.3333333331878,476.4106394129978,440.0525641025645,416.1417255594818,391.11518987341776,363.48244444444447,352.2513333333317,254.0452380952356,279.6428783382788,258.261475409836,246.47498176513497,231.8165343915345,228.9611842105264,225.79974358974363,224.94950980392176,203.76893939393935,186.66896551724122,187.81868686868674,1982-02-06T00:00:00.0
566.1567930489732,529.1812538795779,518.5431216931212,513.1044444444425,439.986690647482,413.22666666666663,350.9312499999981,366.29389158576055,328.4709876543212,301.3336108028117,268.36649831649834,251.64649499284704,244.30054644808746,234.0333333333333,217.02750677506776,209.01666666666674,206.70833333333331,181.68333333333217,198.38849765258215,210.12063492063504,1982-02-06T12:00:00.0
570.818253968254,520.5124131944444,514.2221674876844,475.9696503918023,442.8287878787878,444.4750000000003,368.3920054200542,361.28253822629966,342.2408333333333,263.09215686274445,288.4891534391534,257.2603648424544,241.60618279569889,229.53663949275366,223.5350535168196,202.72166903745853,193.1904761904762,187.39880952380952,180.07500000000005,176.7632545931758,1982-02-07T00:00:00.0
577.7711505922164,522.8006919374249,482.62564870259484,456.5939252336449,446.6578399122807,359.68397435897487,416.52459546925525,367.4110344827587,326.51947791164633,290.4607843137237,294.37045143638846,276.02910234419676,263.5740625,250.8806513409961,223.99981884057965,NaN,193.22823129251697,194.28072139303475,176.79761904761963,170.3372388737512,1982-02-07T12:00:00.0
566.9498704663215,541.5860269360271,498.8905797101449,461.6704991087345,439.7119791666666,426.2996031746032,396.7422710248553,382.4091760299625,345.9162698412697,346.9981481481482,323.79376218323586,277.87403846153694,268.2582766439909,231.6203252032525,230.64061624649858,234.28097112860894,218.71016548463354,214.50760473588346,200.67261146496816,192.39098360655737,1982-02-08T00:00:00.0
631.8875941619586,400.7305555555808,548.1546875000028,460.2370259481038,450.9832641770399,411.0506410256411,403.40967007963593,401.45491266375547,357.48385225885227,338.23606422396057,309.666666666662,325.92171717171726,141.6499999998466,299.6887435897435,278.2927824267783,244.17601626016264,237.87291666666667,210.11666666666676,106.62499999999373,198.4745742092458,1982-02-08T12:00:00.0
607.0722222222222,561.5059186351706,505.6646825396826,462.5038461538461,445.43075,416.0358719646798,390.8611341632089,379.5496840442338,371.4744842562432,354.9538386783284,NaN,318.2019607843138,308.6477777777777,303.1640136054421,271.26798941798955,285.18218859138534,279.38118609406956,298.28148148148136,263.435294117647,246.7686371100164,1982-02-09T00:00:00.0
608.8160714285714,572.2063324538259,531.2032540469112,461.06522435897415,439.6036423841061,423.65314984709477,402.14682539682553,375.51359649122804,358.72849702380955,343.3159946236561,332.38284313725495,321.0330036630037,312.6241379310344,309.09121557454904,Inf,281.8312222222222,275.7076855123675,260.0654255319148,255.1168627450981,254.68199891067545,1982-02-09T12:00:00.0
