heights,times
0.702557913241823,8.164514993518594
0.7097874467636945,8.188298109291482
0.7170913743731688,8.16467641216261
0.7244704616079194,8.189581363861613
0.7319254818832335,8.16484913160101
0.739457216573076,8.190922635361044
0.7470664550919861,8.165061022510152
0.7547539949778177,8.192326719571302
0.7625206419753305,8.165498516290771
0.7703672101206418,8.193903816809419
0.7782945218265463,8.165956915105644
0.7863034079687158,8.195555706083812
0.7943947079727838,8.166438163817729
0.8025692699023279,8.19728961063047
0.8108279505477562,8.166944436022485
0.8191716155161097,8.199114328337272
0.8276011393217876,8.199114328337272
0.8361174054782068,8.167429249571105
0.8447213065904049,8.201143031599324
0.8534137444485952,8.168042090078403
0.8621956301226852,8.20327845901407
0.8710678840577676,8.168688359528911
0.8800314361705934,8.20553068515768
0.8890872259470386,8.20553068515768
0.8982362025405729,8.169371539556934
0.9074793248717429,8.207910993295316
0.9168175617286771,8.17009557180256
0.9262518918686272,8.17009557180256
0.9357833041205538,8.210574137279503
0.945412797488766,8.17086493173427
0.95514138125763,8.213329189771692
0.9649700750973532,8.17171832077796
0.9748999091708579,8.17171832077796
0.9849319242417552,8.21640045060904
0.9950671717834282,8.172659944997717
1.0053067140892396,8.172659944997717
1.0156516243838718,8.21966417928271
1.026102986935814,8.173599122986692
1.036661897171007,8.223254468611405
1.0473294617876552,8.223254468611405
1.0581067988722226,8.174708644044896
1.0689950380166215,8.22708368876976
1.0799953204366064,8.22708368876976
1.091108799091388,8.175898218892897
1.102336638804475,8.231179014948724
1.1136800163857634,8.231179014948724
1.1251401207548788,8.177178174030441
1.1367181530657897,8.177178174030441
1.148415326832702,8.235804685883046
1.1602328680572502,8.178560533153426
1.1721720153569972,8.178560533153426
1.1842340200952546,8.24076830632351
1.1964201465122413,8.180160550717563
1.2087316718575907,8.180160550717563
1.2211698865242218,8.246111548214424
1.2337360941835867,8.246111548214424
1.2464316119223116,8.181894421343463
1.259257770380242,8.181894421343463
1.272215913889911,8.252124343610815
1.2853074006174396,8.183781725704492
1.298533602704889,8.183781725704492
1.3118959064140783,8.258627663225356
1.3253957122718794,8.258627663225356
1.3390344352170098,8.185888644070644
1.352813504748335,8.185888644070644
1.366734365074695,8.265812186639739
1.3807984752662774,8.265812186639739
1.3950073094075426,8.188298109291477
1.4093623567517262,8.188298109291477
1.4238651218769316,8.273838949838247
1.4385171248438238,8.273838949838247
1.4533199013549538,8.190922635361035
1.4682750029157163,8.190922635361035
1.4833839969969649,8.2826660457867
1.4986484671993034,8.2826660457867
1.514070013419066,8.19390381680941
1.5296502520160025,8.19390381680941
1.5453908159826948,8.292569842627865
1.5612933551157122,8.292569842627865
1.57735953618853,8.197289610630467
1.593591043126227,8.197289610630467
1.6099895771819805,8.303660658467622
1.6265568571153781,8.303660658467622
1.6432946193725628,8.303660658467622
1.6602046182682348,8.201143031599322
1.6772886261695232,8.201143031599322
1.694548433681751,8.323553706202262
1.7119858498361116,8.323553706202262
1.729602702279278,8.20553068515768
1.7474008374649581,8.20553068515768
1.7653821208474298,8.20553068515768
1.7835484370770585,8.339417224911235
1.8019016901978324,8.339417224911235
1.8204438038469295,8.210541895348486
1.8391767214563344,8.210541895348486
1.8581024064565366,8.210541895348486
1.8772228424823187,8.357275395329776
1.8965400335806664,8.357275395329776
1.9160560044208146,8.357275395329776
1.935772800506457,8.216400450609033
1.9556924883901392,8.216400450609033
1.975817155889859,8.377633144970808
1.9961489123078922,8.377633144970808
2.016689888651874,8.377633144970808
2.0374422378581514,8.223254468611405
2.0584081350174395,8.223254468611405
2.0795897776027945,8.223254468611405
2.1009893856999358,8.400855866108701
2.122609202239937,8.400855866108701
2.1444514932343086,8.400855866108701
2.1665185480125078,8.231179014948719
2.188812679461884,8.231179014948719
2.211336224270097,8.231179014948719
2.234091543170031,8.427689286907919
2.2570810211872225,8.427689286907919
2.280307067889847,8.427689286907919
2.3037721176412624,8.24076830632351
2.327478629855164,8.24076830632351
2.3514290892533567,8.24076830632351
