heights,times
2.3756260061261862,8.458651998803791
2.400071916595644,8.458651998803791
2.424769382881186,8.458651998803791
2.4497209935682798,8.458651998803791
2.4749293638797223,8.252124343610808
2.5003971359497426,8.252124343610808
2.5261269791009333,8.252124343610808
2.552121590124022,8.495055729643568
2.57838369356053,8.495055729643568
2.604916041988333,8.495055729643568
2.6317214163101696,8.495055729643568
2.658802626045106,8.265812186639744
2.6861625096230126,8.265812186639744
2.7138039346820593,8.265812186639744
2.741729798369281,8.265812186639744
2.7699430276442345,8.538140115522227
2.7984465795857743,8.538140115522227
2.827243441701991,8.538140115522227
2.8563366322433392,8.282666045786701
2.8857292005189814,8.282666045786701
2.9154242272163944,8.282666045786701
2.945424824724265,8.282666045786701
2.975734137458696,8.282666045786701
3.0063553421927898,8.589783899290113
3.0372916483895986,8.589783899290113
3.0685462985385237,8.589783899290113
3.1001225684951663,8.589783899290113
3.1320237678246685,8.303660658467617
3.164253240148599,8.303660658467617
3.19681436349541,8.303660658467617
3.2297105506544814,8.303660658467617
3.2629452495338347,8.652619001523037
3.296521943521503,8.652619001523037
3.330444151850642,8.652619001523037
3.364715429968375,8.652619001523037
3.3993393699084566,8.652619001523037
3.4343196006677563,8.33941722491123
3.4696597885866165,8.33941722491123
3.5053636377331303,8.33941722491123
3.541434890291378,8.33941722491123
3.57787732695364,8.33941722491123
3.61469476731667,8.730448656382006
3.651891070282022,8.730448656382006
3.689470134460522,8.730448656382006
3.727435898580874,8.730448656382006
3.765792341902497,8.730448656382006
3.8045434846325903,8.377633144970812
3.8436933883475053,8.377633144970812
3.88324615641844,8.377633144970812
3.9232059344415258,8.377633144970812
3.963576910672331,8.377633144970812
4.004363316464843,8.82897906714569
4.04556942671496,8.82897906714569
4.087199560308554,8.82897906714569
4.129258080574142,8.82897906714569
4.1717493957402025,8.82897906714569
4.214677959397233,8.82897906714569
4.258048270964511,8.427689286907919
4.3018648761617095,8.427689286907919
4.346132367485331,8.427689286907919
4.390855384690048,8.427689286907919
4.436038615275028,8.427689286907919
4.481686794975207,8.427689286907919
4.527804708257682,8.956904921819994
4.574397188823151,8.956904921819994
4.621469120112563,8.956904921819994
4.6690254358189485,8.956904921819994
4.7170711204045315,8.956904921819994
4.765611209623168,8.956904921819994
4.814650791048135,8.956904921819994
4.864195004605382,8.495055729643568
4.914249043112255,8.495055729643568
4.964818152821757,8.495055729643568
5.015907633972425,8.495055729643568
5.067522841343855,8.495055729643568
5.119669184817938,8.495055729643568
5.1723521299458985,8.495055729643568
5.22557719852113,9.129674878710158
5.279349969157949,9.129674878710158
5.33367607787631,9.129674878710158
5.388561218692503,9.129674878710158
5.444011144215991,9.129674878710158
5.500031666252303,9.129674878710158
5.556628656412231,9.129674878710158
5.6138080467272,8.589783899290113
5.67157583027104,8.589783899290113
5.729938061788126,8.589783899290113
5.788900858327981,8.589783899290113
5.848470399886427,8.589783899290113
5.908652930053301,8.589783899290113
5.969454756666876,8.589783899290113
6.030882252474988,8.589783899290113
6.092941855802977,9.373565132953283
6.155640071228499,9.373565132953283
6.218983470263285,9.373565132953283
6.282978692041899,9.373565132953283
6.347632444017625,9.373565132953283
6.412951502665462,9.373565132953283
6.478942714192386,9.373565132953283
6.5456129952549205,9.373565132953283
6.612969333684067,9.373565132953283
6.681018789217738,8.730448656382002
6.749768494240668,8.730448656382002
6.8192256545320085,8.730448656382002
6.889397550020538,8.730448656382002
6.96029153554772,8.730448656382002
7.031915041638557,8.730448656382002
7.104275575280397,8.730448656382002
7.177380720709776,8.730448656382002
7.2512381402072945,8.730448656382002
7.325855574900767,8.730448656382002
7.401240845576529,9.742082491300934
7.477401853499192,9.742082491300934
7.554346581239763,9.742082491300934
7.632083093512323,9.742082491300934
7.710619538019302,9.742082491300934
7.7899641463054525,9.742082491300934
7.870125234620612,9.742082491300934
7.951111204791347,9.742082491300934
8.03293054510156,9.742082491300934
8.115591831182167,9.742082491300934
8.199103726909922,9.742082491300934
8.283474985315477,8.956904921819996
8.368714449500843,8.956904921819996
8.454831053566213,8.956904921819996
8.541833823546366,8.956904921819996
8.629731878356731,8.956904921819996
8.718534430749113,8.956904921819996
8.808250788277348,8.956904921819996
8.898890354272785,8.956904921819996
8.990462628829931,8.956904921819996
9.082977209802113,8.956904921819996
9.17644379380749,8.956904921819996
9.270872177245348,8.956904921819996
9.36627225732289,10.360197282297825
9.462654033092573,10.360197282297825
9.560027606500134,10.360197282297825
9.658403183443381,10.360197282297825
9.757791074841908,10.360197282297825
9.858201697717783,10.360197282297825
9.959645576287391,10.360197282297825
10.062133343064488,10.360197282297825
10.165675739974596,10.360197282297825
10.270283619480928,10.360197282297825
10.375967945721818,10.360197282297825
10.482739795659883,10.360197282297825
10.59061036024307,10.360197282297825
10.699590945577533,10.360197282297825
10.809692974112714,9.373565132953283
10.920927985838478,9.373565132953283
11.03330763949472,9.373565132953283
11.146843713793253,9.373565132953283
11.26154810865243,9.373565132953283
11.377432846444357,9.373565132953283
11.494510073254979,9.373565132953283
11.61279206015715,9.373565132953283
11.732291204496777,9.373565132953283
11.853020031192194,9.373565132953283
11.974991194046954,9.373565132953283
12.098217477076062,9.373565132953283
12.222711795845917,9.373565132953283
12.348487198828,9.373565132953283
12.475556868766512,9.373565132953283
12.603934124060078,9.373565132953283
12.73363242015768,11.603562463405034
12.86466535096894,11.603562463405034
12.997046650288928,11.603562463405034
13.130790193237598,11.603562463405034
13.265909997714132,11.603562463405034
13.40242022586608,11.603562463405034
13.540335185573838,11.603562463405034
13.679669331950162,11.603562463405034
13.820437268855322,11.603562463405034
13.962653750427744,11.603562463405034
14.10633368263036,11.603562463405034
14.251492124813021,11.603562463405034
14.398144291290803,11.603562463405034
14.546305552938708,11.603562463405034
14.695991438802693,11.603562463405034
14.847217637727294,11.603562463405034
15.000000000000002,11.603562463405034
