x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
374.8610985568341,342.99520337189426,338.67840013969305,332.89885914730877,337.7639716173338,336.6313689726956,328.4636296675018,306.6044217185039,301.0868262934473,296.83371777576644,301.7029452979058,299.7782032393631,297.27505470255096,295.54447971500224,298.5001176843566,287.87933189224464,277.27002535522905,274.90034874411145,270.48749174975336,265.02039112347035
355.4771632861062,362.83727799712926,359.0607022206001,335.6920019359175,336.3759499542709,315.43122779081745,334.7842034369733,320.88801228340856,318.64976779451297,306.7104164726842,305.3913245597523,305.5018184309809,304.7057872670228,299.3618862825308,311.2360091647366,303.11819272527777,301.9989796641946,271.6839300151433,269.56557579304325,272.63058380215205
348.88086794125536,333.79899303555203,331.84095380589406,330.1729667325594,321.5009756106168,314.54122231326517,319.7071765629679,311.9002580259527,299.0748389179931,296.9620017226374,284.32419131427713,280.92156285789656,283.258499603711,279.2029382938386,276.90722720222993,282.2366016291793,279.277630904021,278.5107911353944,254.6721399555471,247.89886119154627
327.78718385282684,321.25445200856274,332.26714310833256,324.9385379756263,320.0578029200152,307.84486283353056,291.1295718629496,290.4752693545243,286.82039449017833,287.0131234361218,284.26775373283164,285.5741701468728,285.7125087202933,281.5086643509116,275.7386806604918,257.6783457483655,268.343448362985,267.170677690355,264.90361853507744,252.77440732885097
337.7372325613986,330.77598281553577,334.6141970473556,325.0523691149971,304.934491533911,291.71892770554956,286.60651456984215,289.7874234665428,285.43675248019724,283.6100465689842,292.6256748815157,292.07671944927677,281.6419856006015,262.0994802073986,256.47167472674766,255.84736512158733,256.171293860825,256.35376562040216,258.70877959510796,253.1898197020888
329.6777560221623,327.0562355212518,328.5318999491416,325.13313432272224,322.5645879359069,298.78552028193036,296.78459085746175,297.6171477155709,295.37398354037055,289.9337317206323,303.2737910436358,284.7957480224958,300.12526813700856,290.97313483895493,279.69663129490635,276.28061146608144,276.0534362704163,258.1165944267839,253.624037194407,253.14475894857028
347.01252837211996,342.06979094269997,330.76299131891244,326.7754373650276,327.2986725549066,307.8311332075582,321.42976890237276,302.3844454185298,300.9954441154682,289.8068879764666,288.92414073436,283.98589130143,288.86079936743283,295.2826857037627,285.3838501648166,281.8697613998212,283.5170297859989,281.7881515690685,281.6170251061652,279.61233152530895
355.3609655519813,354.08088384459666,351.93021568040035,339.92815355568814,323.55069893414856,315.68207359128155,309.79945837013435,316.0607979040702,314.7407468002448,303.93687408708524,295.90541985004245,304.03000703849034,289.88682188969733,283.65083577375,284.1271733514549,283.08302907330915,282.8817339915151,281.93255156106045,278.78020870631843,274.43573958415266
351.03495000492785,344.9390237906771,338.7725395060128,322.734689041504,319.88382074963755,330.81629599434507,299.6359620707937,295.3678465878669,294.2783850859237,300.20289956403707,290.8796015182307,288.87342570928496,285.71477884705735,282.2692286192804,286.716799525822,272.79320633496746,263.61233974264195,261.6500542766188,261.2359823039834,259.82721537713013
355.6107192371337,350.72182420144094,329.7373342692173,327.09514889025303,317.42656970928,319.97878018105945,321.820182308589,319.8570116541701,305.3309983110771,295.32591261591375,284.2712503670438,280.5538071092335,273.1642711446143,273.25785068906976,270.3119230764733,269.7037203213833,269.8703333365554,268.81227786059446,267.75694346183894,267.91705642161764
342.5618431272395,339.4233450107906,337.4595056461147,336.0285547378,322.4096279837836,314.8371794820219,304.5869583919738,301.4958403972252,302.29935994843225,298.30376747489026,282.3276684801684,277.79913373361296,262.2322035327903,261.2801551551635,261.0752149570135,256.8719512517007,256.41403812257727,254.8874468399951,254.78926011977416,253.2412454507478
354.3419051327823,342.2352199024625,340.0748398138109,316.0060590447941,305.85369694427976,301.9939473336769,299.57071329925077,295.36579177431804,282.229389588797,279.41272649487564,278.1805276886021,269.1007556150818,267.4314190846856,268.24252272564036,266.6016217278939,266.42944405919854,262.9684186641393,261.06694871559426,259.5604110117971,259.58570489392247
337.48796051660474,331.06133976298054,327.4932319660818,317.26596791155447,313.4089992378592,304.2341172134897,289.675269642167,296.47586833167924,286.80942052398416,281.60422703665404,279.2755842708817,275.67799843074897,275.0096441113159,272.0737076475963,270.3044795935703,265.50019272020165,261.46818326831595,259.1935362560483,250.64054929039798,246.93844996509947
328.3776809455671,323.8293245618819,316.75805031259205,312.30118527026804,310.93827862647595,307.16905093185,306.18571225696877,303.0503877475212,301.76558334096785,298.00500657333623,292.1749785070499,277.80689090314377,287.36902995971235,278.2812576579286,275.4982947182475,260.4028828516053,261.1233182659277,257.8376139975248,256.35528151175475,248.37408301323046
336.9005527887283,335.3409574699788,332.4413042890594,331.54359187987563,308.3812928026628,307.9840582894392,292.0514118576004,289.0097241537633,289.3369452914323,288.7864561594108,286.0043245954599,280.3153767164118,275.65406439876966,269.9360794896232,265.44253402143073,253.60653347107396,248.5290447934047,252.3902321514593,247.89670957482687,245.37473256749047
362.77411754706054,357.8680958676254,333.95065541902534,320.0460919909968,316.97079264869853,313.58588796092664,310.67268688532675,303.98560206090997,299.43831498728366,291.767717570263,290.1069947349199,273.79484888277364,268.77849715877784,267.99304359327965,265.7676703070861,265.5636215049069,261.0081864206972,260.90378834728546,258.8869225972452,255.64329010202903
399.10681498756134,362.6679682699104,370.36496204085034,345.29875064616414,340.2621118506162,335.61973032864097,334.0703671594671,319.3251971547989,317.25273854151186,308.40899731279836,304.9077839963157,299.6860322874661,292.4875482958784,281.25876092229333,278.3704285670471,276.6102428900978,271.49570335081694,268.49220988894183,265.5736198379985,262.80479537476543
388.74506802420495,375.80804435789577,373.677136304191,371.37725419377136,368.70510084918453,358.9961325109311,341.0103047737392,320.3951776989968,320.29051375080525,317.566907965122,311.09665193238527,305.18489015456737,302.3827873736226,296.01815809785285,294.7256344623712,287.49090934698995,273.88185913895296,269.0146471336024,265.05054012437296,261.89267685693017
401.632483050691,400.07997868805467,394.95097625574573,396.4733115507839,388.56672955428223,387.52968845222523,367.73195449138893,374.1667769973862,349.2558947129637,344.2033657245143,338.9695279890502,337.58194967493387,326.8978465639511,319.5793623446791,314.21215567195753,294.4640644088503,292.39339769507365,290.4811445412084,287.26261202251146,284.4791137636345
412.5167618211691,411.10592010778726,408.4761882417216,394.6666238837636,378.6777471887034,372.06922028973827,372.94463777185047,364.6310162578935,363.8990728536185,363.02043225267397,350.7270446055638,346.4956104106336,327.9127067854455,325.21076770646977,319.96125939285787,314.6288241562823,306.9428716324883,306.16822609179957,304.05847890865493,295.79702271259686
421.05684297334847,420.0034889113122,417.29044826338134,391.01058342905606,390.0232288452545,387.7173458121172,382.1428751667131,380.89694620858035,377.82402512509475,376.5013262823721,365.59578182157486,346.07490112206676,344.9641101608312,342.8114405356097,340.4865785109511,338.2179840876067,336.2292439933315,328.2453212253679,321.5573858489649,317.61693427159855
426.39219421660306,412.5956451110042,401.52034496456196,400.45718013585696,394.37623714992725,390.00455042662526,388.0175568835407,393.90126059327775,387.7489821978571,362.5077782041324,360.00304784448554,358.4038364048765,358.5929821388696,343.0610579883902,336.6081184945555,340.8952991699817,330.8279515201573,316.7180576212894,315.039510308189,313.25161917777535
426.92097100452855,419.1491195255106,406.41563506921057,391.9141862155424,390.0272479734701,378.23364552774115,369.4661641176184,366.4098291054743,362.20247923696274,359.96785037368716,355.1310745212687,356.73801776572975,361.47174532002714,346.6421457096607,345.0543896323006,331.42079626732254,328.65903971262526,330.9621798100877,313.4680770711107,317.99115750771466
411.4875465295625,404.3771620371158,400.61876320627965,396.8914734693315,397.75269011076716,380.27042652548573,379.51702309156565,377.524354502586,371.29239032642124,367.70795154192143,362.983339491867,346.089654407125,341.7334487365816,336.8528198375957,340.3854523089583,323.228240097814,327.5818253147537,321.3974380428432,325.6284283462356,315.04977173967455
416.89884452401566,406.2438902800499,407.4663553580797,407.18085202738587,386.034460261292,374.2481123865808,365.5058380874567,369.3049719272371,354.0349647531466,356.7056685906054,346.8366572903438,350.3502749641614,349.2702862180676,341.73133158202216,336.676931986016,329.0990934580401,327.01236627016,320.6951307113333,310.1134047998015,315.36827993239496
415.2532076430729,414.4403842513735,406.7505243892446,403.3728449094347,394.77583539526347,392.282569895488,378.28072925184034,377.28383320873337,359.88301328689477,357.53196259368383,354.9027571887645,355.83790447570465,353.40261276538786,343.1763539624638,340.40316087587837,343.57947251745867,335.7158614400667,314.2342295993779,319.2696768781445,314.8483748378009
408.4197126557361,404.22394623715127,402.1630992278029,399.2164117608888,394.85137872386167,385.5024178159072,375.12230900566345,375.8127778389444,370.285210271166,367.51193695355084,361.1464181218112,361.3100673836112,345.20946049735284,343.0686898977936,332.5043396673377,331.6447975438944,331.8675191035387,324.07499906573,319.53994175265353,320.07766142990494
418.62553742399314,409.47930145748205,406.3796536657132,395.9220560561538,391.65433337095953,393.3406304395433,386.6045864012713,386.7962066502953,376.34548849140845,366.3682345038563,353.8244876896015,347.4984057335595,340.118741481841,347.17948587450644,322.95754383357973,332.3312806757797,337.3433604985124,336.9844498355691,336.9877326425537,328.67255935939
400.83897515406704,397.9156296967578,386.22048459036205,384.9487846069155,383.1899191000191,380.13858573711366,377.52341545612296,373.2130161610246,368.76411429301817,354.4199827632138,350.4151393916607,344.8404003609681,339.44721257387084,337.121958530279,325.271336015132,322.60996708623105,315.7416920418327,315.6808524301448,315.4514083987274,315.2383476566325
414.0517207282223,410.2695870568252,408.80744880333816,405.67937770309715,407.0336931104804,403.5681747920852,392.8188746987015,374.9895516631004,372.5816859231303,366.5183058804042,357.4317764847303,357.19093280926654,352.7428908469429,342.23347362846664,340.02662513695896,324.59937704279866,324.13119726247817,323.58558912708935,318.0709035765779,315.1895478575665
449.79641719442924,435.0429165172128,427.9595254697575,421.8171472794258,417.2634141519459,410.4708461804715,404.9453295505575,388.4790127345463,381.1544845196501,376.5245958930026,373.3745731725053,369.8526216157986,355.2026287253161,352.83257210137424,348.12339077401754,344.52967959925377,334.02067724116637,332.1416538915487,330.45446468929646,323.52355451718074
428.9148722698984,418.26286542079,406.55484269489864,400.78908648887517,395.82031071285235,389.93374487757603,384.6336908661179,373.92684811289087,364.8410866788328,371.11124206347216,367.9000042576136,363.24265625815076,358.034267724274,347.3556850208931,342.16781833832056,340.93979530159936,338.7059138192914,325.97533920559914,321.8241162740334,315.03050899916815
422.0014802949063,410.10802442280897,409.3671541989174,406.13264307881803,394.0319446747156,382.01756306238053,378.2298537551105,373.6774318024632,362.9446261273784,361.2004622487892,355.5331014733522,353.9150138999595,350.9078202817342,345.36232399352787,339.086728846562,335.69686364426286,324.620064137936,319.497131097879,316.8361281484341,310.6661078519237
431.6251697585592,430.87286444546896,425.18598089497823,421.3629729241385,412.014831200881,395.1676488733016,382.34366164619365,383.8038102125853,376.74633323285286,371.93503415878536,360.97115751873764,356.54865023224056,348.1325958401149,347.7589644014347,337.5153996914439,326.09809628035595,324.85251225981506,320.47085501025646,318.90047945793344,318.4308533316693
420.3595925721271,418.2293634241925,408.773187093588,408.94038537353794,406.069621653619,397.8540464842396,375.34939287184,383.1325684598639,372.09287140117954,360.6262182584882,354.60908285959505,347.27392256058533,347.85214643024045,342.728542541232,339.0915277020978,333.6044894464688,326.98008121193175,326.8709026042845,322.78363392101755,317.1516101552701
446.5970274586691,436.2879729850059,426.7406981431867,422.55518713800046,421.04389654118495,411.54898521318586,391.056870228761,383.6475814168316,380.7015242461461,379.47059107044726,373.3350601751906,364.9502384312764,358.14995965992426,350.55091587920356,340.116662322081,339.04982552917204,334.2665559382791,327.00137847677456,323.84071855215296,314.88375187578833
424.96111978060526,416.84848242572133,403.12219031992,403.88636916293774,401.1070498258038,397.3593063323113,383.49048627514435,365.7782567344675,359.3988692831446,358.6094648691115,352.6998513206904,349.2441711324841,345.24279886362893,344.594077718284,333.1740387919644,326.64975619633094,316.72053406052015,313.43063562860675,314.97020248175113,309.7705581147864
399.58163217166305,400.8186203508575,400.2796599911231,383.02328912841153,381.2716282792517,378.80820369622097,378.3184228128842,375.271396045765,368.0744896422082,350.1167701236913,345.23020893713215,341.3014137820132,335.474661205647,336.99179282617354,309.1552542439238,306.103968079222,296.33520695335244,293.4232267293726,292.97982585221376,287.9513981472632
403.6001489798884,399.4397291105877,399.82070490891743,395.09794040395775,379.4124297893997,369.8452873886407,368.70663530729394,373.7438799910696,374.23973586058236,354.2484714763893,352.93361873735654,351.1882604056209,339.6967044308212,328.99781739394774,319.42112520264084,312.62980212256167,312.42298606804076,309.0530372659265,309.8435738883371,305.4977080134012
412.15150364155267,387.5085713135867,386.0444868343731,392.5279231097215,376.63462384313317,375.7855610297778,371.45878274211384,359.47231160766273,369.88114013203176,353.94375443535955,348.98076126479543,332.0718137314,328.89898055058677,327.84606519034037,328.53569427829535,326.223381998947,324.15433220719655,323.1303841160977,320.48625923278104,311.8978594477716
408.9000700392971,395.1238239452614,395.4929422632898,386.3479811002576,385.7214855736219,375.7315913039213,356.9196146967206,354.08610533667047,354.9716130632857,349.92742775830226,337.23665312377994,332.5804428436722,331.8005280939382,329.7562400275247,323.649058707541,329.35477773297976,326.7110869026417,325.78395875804057,314.2833723000086,315.49511647515624
424.6460922470619,386.93591811847546,376.9158785273283,384.4224741602174,366.3898655017948,364.4805908834083,364.0878468535799,360.9773392072249,361.61924185743237,352.12072118874295,346.35134391260294,348.27754402391076,344.2109344591729,340.1679302871586,336.19889582377164,330.69629243737523,314.3420722294488,317.06677886661896,304.8271185918477,297.73006461176146
424.3385527852032,417.4869550628335,407.2428577001095,390.59679859552466,388.563357099144,388.57488212708427,389.25881592439083,385.678064549908,341.0544806009365,341.30438054832473,336.20058082414306,331.59810155830286,318.4038096746142,318.9817590176274,313.0219623288422,317.4446946762353,311.57927118198523,306.7817418610844,308.4412870416518,305.93105585512944
434.4590744935104,432.1898331793827,395.96233283552846,385.93468968324675,385.38600869824694,382.46676272487565,380.3728387423608,367.10546631827106,362.9815605625423,354.72754197287617,359.92758769396335,353.02277085317644,345.93890118395433,327.5023182276619,318.83009433636727,320.30210924198366,317.87227809887975,316.43753740746195,315.89695128877514,299.73761608862554
514.2040798395211,502.2105930997865,497.0262921011646,397.8299280425425,391.1993167249274,410.8655390112943,410.0859920289618,405.6990772098318,385.0474777038079,384.1565277408409,352.0635230630111,344.79812473170676,343.227409718159,343.3239304272269,327.1192037982748,330.4113115858286,329.8298610296397,315.33858026543396,299.15942607403946,297.62646895267073
492.038592610291,479.6052512678652,456.88422125404963,376.0923740479284,370.48085592604394,386.46489406646236,388.30692414135206,388.19805247736303,366.91944268577976,377.64822113536866,360.06170718597815,373.04448981548273,358.66545871194364,354.6275175575048,327.84080197702554,315.09870426556563,314.8384616887956,314.57829372563657,314.99018822459584,313.8971524795863
440.26781551588596,454.9496170828394,468.19960170385724,408.93660184902484,461.73814909906093,416.25097546501433,415.8889254062308,394.0532153411271,362.1701729494982,358.7791114783397,357.9927782972601,362.3864668355583,360.0886050991203,335.0254053596499,332.8005134852215,301.02883715505556,317.0914688119349,307.04670026829126,295.43100786302,293.5935066535724
