x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
382.0317373097846,377.91379587772616,374.03041935954616,358.0769444562058,356.07840665562014,352.89386329479623,335.1243146450276,334.392114472656,319.569564380779,337.82034591913146,332.3840233191668,327.2609887086545,312.2082924815794,309.1183953655455,302.9971703470536,281.52487616871434,275.8508682695262,278.30090800688146,288.3470622164108,273.9138095098682
393.71621340744827,396.4904108799611,373.69069979303526,363.15891109359995,358.3041814309288,354.7886193983893,353.28606615572136,340.0120468350754,341.09800329564956,338.1962125122677,331.1217371190087,328.4071997547527,314.84567941490593,309.82491915036593,303.7885645906405,298.4382866464101,286.2954187033108,286.90766340378065,273.26067453141513,266.9751952272379
372.7710043497637,361.84858138223353,359.1560780354747,351.67117604619085,347.9679013201351,336.8824277943931,332.6195331060718,329.4688125663771,317.85775026198036,308.60809880343925,310.8398511321767,299.75466065047164,326.5087469402427,319.3953877922096,319.2786305897298,315.14441478166844,307.9668272384509,295.8715844124357,296.9140488683846,292.8025414824682
356.5183372082179,355.46997093436346,353.19528644855274,349.9819177194165,337.88814732245254,338.54364315159717,329.20818653033484,324.66523742964904,331.8792861317223,323.01366502135585,322.63708534526864,313.23422443414194,308.943323024862,308.15658940843565,298.4226290496615,297.1467625733673,286.5264882652563,274.0227953249,275.5588156137577,272.19202710141496
370.8346072913694,370.72069488217045,366.8904871425672,364.6461791691562,357.5613689770947,350.9094522542344,346.4259429029906,337.692869421158,331.7037215759769,326.6123403670115,326.19350576927826,318.7629456931078,310.88401721069715,313.0345908692262,311.319483155635,305.334625807361,298.42092552356826,294.557667364977,291.3409729059216,278.7088531191297
372.3425423316624,366.9334211269047,353.1008728630817,351.4427080685141,343.1125827169426,341.2264818401835,333.9469904288499,328.7027096372726,320.70583630172484,310.9013027517824,313.0942496417788,306.7373707600654,306.343565621721,301.78975307747055,294.88243611431665,290.8407524887364,288.12655664938217,288.6263560867535,284.67507841299545,276.59793361843305
376.89682000670297,361.7181478709184,357.558717608022,340.52672631986815,336.2925603898965,329.7111287488369,328.1031283012233,324.4833443078073,322.1600252105182,319.1810813715561,311.01368851420875,303.5626750863512,296.26850804276756,291.98152965951755,293.03738688786854,284.3718566737811,282.187472782698,280.15957490130205,276.1395831330121,274.3314124879392
362.5114084450441,358.0233036303608,351.0533530624623,352.70915330078316,346.74065660235084,334.35209072337113,327.0208049019324,322.0691852244113,311.04427808963334,303.25818370313453,300.98302601598476,297.1505403392542,295.037811146441,291.1308113162825,287.23978132446723,285.30309932605945,278.15450682693563,269.9873579723185,267.97408682655725,265.6457885496205
376.3879304026965,352.78443882774064,350.69111224904316,333.534911864418,335.21807529660134,329.4140577668337,323.03316627270357,316.1916876577161,314.62146184221103,308.45649167069337,305.18504058482694,301.6634915637099,297.2056219812678,292.1283634260014,287.5378811654173,277.48281984698457,273.98392680275083,269.61529981358257,269.83235233897096,269.7253626578264
351.67659907349974,358.18044864103376,355.26460995390687,354.5898877016636,345.2042378511054,341.8555019048431,336.36385928101794,327.83680339954617,323.7469955783427,315.7466605170464,306.85957160691004,301.1216545956643,293.73252655004103,284.9899470732669,284.36682628944334,280.57974234524846,275.6841549810936,271.58519628669666,270.61208695395715,260.13094609867375
367.91882628484694,359.28520041289056,346.5759951335334,338.4710425016869,333.95155012154896,329.0196713157095,329.42921970251206,326.19383518223975,327.160441711768,319.11609893342336,314.30556487360883,304.15347733750644,302.1888272572738,299.0417528473725,294.3210562974093,285.84362817231846,281.2212547311417,275.0346426150176,271.38974341888905,268.9217941933615
357.1002127235315,350.47703663681824,346.58020043993986,343.5767807931687,334.00853901895874,332.48923099701744,329.6368082939231,312.7043075805859,307.5144242616756,303.8929204967231,307.93393231047685,306.6782467595247,297.34834001295644,299.28661526243604,294.92041290918155,286.7390531615128,281.20615051911784,281.4960997500719,274.85314912112705,271.1898921444814
368.9404693424742,368.96059634637703,359.01662515832135,349.31658901421173,335.0930074080307,331.1676934513944,323.71830509703733,319.8980701191617,311.88309595112673,309.6840595906298,299.73409322956934,306.79990019879006,296.48216135462724,296.5520959541358,283.69102768267476,278.2570827291669,280.76914468080275,279.19650377703084,275.89382393533094,273.33874828300833
367.626239454078,355.33876256849993,352.0616963966123,344.316835702743,342.7451946660079,334.68123173048855,332.60157841734275,323.23675839970804,315.2912321554334,309.7168927046474,304.6289886398967,303.643932844766,297.33020718095804,293.44523770916663,285.9939836068796,282.4828609765348,282.05885851932,268.2174316896784,264.96251832088234,260.5955368323035
372.8057254440905,372.0881893176058,348.59881685985596,346.78302287885646,339.96270001250355,331.04560951035273,326.49542299105156,321.79787486403296,315.0953971614129,308.50588663077406,292.450498532653,290.76178566245875,303.07456982693316,286.8706114542913,278.8958759941466,282.97808793264016,277.43806734867496,273.25115024189836,270.7433363048107,264.9273180161813
374.22640914136906,361.9905248684519,360.4705213499217,353.03439202985885,351.88985950478383,344.8152473522056,342.8495865114565,337.51420294064377,315.2176688669398,312.92416633281925,311.4676984055013,304.3373461033163,299.0554479701374,296.53989415042344,294.0447868302032,282.29240849179456,278.90100631988696,284.3876396783919,280.64190237896577,273.90103253106133
379.34761877429713,369.71140517498606,367.475046024445,360.2123821476187,341.108090456694,332.1257460587511,329.9384813569664,328.5056691575235,328.37198885844634,325.1903705212105,313.7232705116824,312.0823659144191,309.10385346736626,300.36090031823136,300.63440508692645,298.7319690778336,284.6662872512852,281.9421328582183,271.2955781142402,269.87691224448207
383.7351424748522,378.31973834593776,358.338768703711,347.47219015952436,347.4438825250848,345.56588057823234,343.53084515831944,340.4498817775643,338.38536899774755,316.27821654494846,314.2157612361547,314.1711983684037,310.2717926456895,312.2219928939647,305.62190431424926,294.6713027737392,289.4819009720566,285.9897065549611,274.89462583307045,273.94948489938827
385.5522196076657,383.19878573454446,364.5016348472175,359.4855841682563,355.3901980444915,352.3235792305419,350.8078437574769,343.6933535825265,333.74183088825293,327.2548892543108,322.3920096034678,323.91983967634246,319.7604762889164,314.4177763417932,311.0736102694056,305.37699476470334,290.2623087297557,289.16864095793176,286.23424949173597,288.0229941813538
399.51441578475186,387.2450613189186,373.8865352738949,365.8439583006101,369.36521333958063,361.81342389743406,359.99148126370613,350.4396936930417,338.71488160019413,327.53363852104354,326.2569043767805,323.23185265631287,308.6444979214958,305.30382813374626,299.910795185757,298.81321372462384,296.12817443154745,296.27733292054955,295.0692994613909,294.335235236045
411.4661898024378,405.34215952629734,393.8985696944682,385.35405388068205,376.07985721108474,372.51258319410795,348.6998181632327,339.89011989507594,336.22057013924444,332.93524846336925,331.2185894712083,325.76047929199217,323.5185622749667,310.0707666488312,302.3833581416351,302.8724827510285,302.0835456613447,298.8768956112734,297.7199032291348,291.1695291485212
405.2217913070675,403.32847862815146,382.93798220875345,380.5883239166474,369.45203587377205,357.44826649362994,350.6064346001931,349.32306269540317,350.73315385478776,348.5668256542838,341.76343497598094,335.6245505140394,330.86246482990174,322.9318367763801,318.86522653793173,307.2460452812065,306.9598603068344,300.3866429083516,304.8010155495632,295.2102729895541
385.8803109306055,384.0467220899532,367.7671780467574,351.34993497280635,342.17884549134635,343.9447889726504,336.4845061509263,333.78140223623996,327.914345757772,338.9290368087366,324.30593817166135,323.37711392444953,318.82637069637116,310.9236195265897,305.7277675206922,301.0019949992807,299.2818777475643,292.2509858446553,289.2600079196257,285.7660096169231
386.67806974879113,373.7058108328924,365.241031678066,360.3403539993415,362.76338318089836,357.67639554477415,355.4206654033122,351.41641563446143,346.76356543243844,336.059925537463,325.2924291162315,321.37417544644416,313.8801998174613,310.70599598961917,307.82403076425885,306.26399609176957,301.47138839180445,296.9647563381529,288.33678460022406,283.79006926010084
380.13659193427804,378.4409332356783,371.9359345796112,370.804245869041,368.8356316566247,351.33909617955464,349.1630574847132,345.1992375943774,341.15086806667915,339.09801886454613,334.6528431443681,323.63138545315,321.9712026323359,320.3724336837577,308.2033069333911,302.9871809427218,299.02715828940217,290.86335079829166,286.4872276040983,285.27742954823145
393.57430533527713,390.07669418980913,380.34373973687093,367.201279663307,365.36443528475866,348.8141021244953,348.0281029276072,345.5455991705887,343.6594059545434,340.0913425247003,325.112943170575,314.23868676147356,317.61446866352344,314.619415244573,311.5540839827554,304.65936318105673,302.10471178138437,296.92022148282666,287.7726205911728,284.09873867616915
401.379490520554,387.88481740741776,371.83576764108443,368.31916223028236,366.6723624961846,359.5962257627981,350.47776462797077,336.00891746697783,323.89575004412615,323.5976752248641,324.36233280202407,322.58032162054286,315.3117546656679,317.38575129179924,312.1142211450309,306.13641793527046,301.30377772808265,295.8493401761422,294.9755772098056,294.5066584492482
380.9228468912456,381.09131061599754,374.42032631834434,370.39111576197496,357.8439142018843,357.6732411757761,343.65476486008305,340.54379724627466,340.98100630967934,338.1419807289257,333.5517798362259,332.61511002941484,330.26129649638773,319.25072115177556,310.3788958071588,307.6231450430641,298.2791271556561,298.44261764235324,294.89407642522013,292.21633983015874
381.6852988055712,376.5356435440229,367.48960541813886,356.1272769855723,353.04208923786564,348.9390884454373,347.6368205645914,342.39866181804564,334.36723906365023,328.82636310454916,322.51312432255634,316.13977897065115,311.25857032771813,310.7315968812451,308.76938061347295,304.8278836287042,295.8491315764781,284.038461903232,280.95452350425364,273.788515751157
387.30457312233295,372.22918390104616,367.8694270636625,365.6647271546907,360.9972693030021,349.294452702496,346.76383828923935,344.3390664052803,345.4808104654219,330.75743474774026,327.44752288163215,323.565991179144,319.99356496678456,313.6514835134927,309.69967203147064,310.5222128030815,300.1561059618188,294.2955399948595,292.49885143944505,286.2561853045199
377.1463913071578,364.85885149117684,361.08534597949995,357.02660859680645,347.64185925082626,345.56891520158445,343.8459828365477,339.5780495287224,324.6660645463331,321.1317127824954,319.4860114793258,318.96403923027214,316.1549793613056,307.9130384997376,309.245732400058,302.4044243162681,303.1239852832044,296.64760569268213,292.6779542069326,288.1899327183611
359.04075868207644,356.76751777938637,350.6924067033695,343.5120669189784,340.77817686791707,338.60347789907905,329.4948319072348,327.53693257328865,319.50495217860777,316.5112547911537,311.6623723167176,308.63105695398013,298.1895464451506,295.7816863647994,294.80372510262,293.5801409195177,289.8314220127204,289.50097446618526,282.0767342860768,276.34750075377735
348.37876520018796,347.2505673440422,343.42919402864544,331.917174092125,326.09148259696536,319.74514103915726,318.2792927892842,312.855845653721,309.2138255463714,303.10118528510645,306.0895658712255,300.0583726625875,295.5938301768022,294.90348786824643,292.46023004510624,285.00679872486813,277.8019325420318,278.4365141274285,278.13825149051974,274.61049767826415
350.90851260933186,343.7779886549992,333.0869797059152,328.69331647980204,325.4650635267744,318.0113156724669,313.5905192695298,313.01881338303843,311.3578365639738,308.40141747537547,301.6837388280742,300.7326186338688,295.50805162009016,292.34279960296226,291.5878710896952,283.7503592532961,275.0327255206921,274.15187328649426,269.70484812605724,271.4707771875045
341.8503318551487,333.7018278066096,328.96554189069843,313.46508144421495,309.16844046106087,305.0419633726872,302.85232076116773,302.60814471650207,301.874689550722,290.4038855924959,287.4608698116816,279.69282667543854,275.94743999098,276.38988042574005,273.89021523336527,272.8152338618968,269.45413648106097,267.3662893372702,263.41723222387895,249.55526321499812
345.9310483607303,331.12886729857735,315.79916636662443,311.2536659606873,309.85678462212786,307.430690238372,300.1890865600919,305.0964494568991,294.40300829501064,288.7002089872683,286.1890702342686,279.55125588090266,278.0826381458238,276.33812275044903,267.66347906995674,263.35094619814356,258.6617561399941,252.10219866180873,250.811643333911,246.25372049662906
358.1619881895275,336.38624265047497,334.9855932891379,328.9807479855925,319.8995579674105,322.136256945114,317.8146819718827,305.0616828087834,304.1641646471288,292.7290957230145,286.2811429788092,284.62876055716447,265.6156801364573,264.7224052269087,265.12311705312544,263.10668027679367,257.64394285284806,251.41222644974724,254.2738610171862,248.29101239381146
347.41684780919553,346.86467698529225,348.9997074560901,343.74396379767853,332.07558346439737,314.6144851040108,318.72622095536406,307.59008474598437,296.17053487428257,286.0182975267519,276.47937423316927,267.41806868725865,265.1305556262687,264.7303862413349,260.24269331458964,260.27819198956394,261.5885859742659,250.99846622627877,244.91079083052495,242.59267364276138
353.21678998138475,353.94840770423,354.92680896544516,338.62998202201464,325.16062352172014,319.5542200905976,316.125560393532,301.5361180247955,292.309475405931,288.3650856530855,280.6571352957368,274.97717582644964,273.7870453146399,272.35447822823664,262.32756866442867,259.7883466965317,254.5479493956159,249.45736681382726,247.69649173639607,246.97407976181995
332.9157821433526,333.7444883318685,332.04251406466074,327.0180751032685,329.23794331560936,329.28577401605213,307.85043862383674,301.4346865405571,297.976270941012,291.81626360011813,294.1133387310342,296.1519772985287,292.552974404991,292.3306408077217,291.07152707505634,285.0455457906689,273.18987500464044,268.45820182839884,263.9164559797562,263.8414234060782
